Tipo,Fecha,Detonante,Fuente,Incertidum,Numeracion,Cluster,Margenes,Nacimiento,Vias_Princ,Vias_Secun,Sin_Clasif,Geohazards,SIMMA,Categoria
Debris Flow,2002-04-11,Rainfall,Bomberos Envigado,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2002-06-04,Rainfall,Bomberos Envigado,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2002-06-04,Rainfall,Bomberos Envigado,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2022-08-04,Rainfall,Teleantioquia,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2009-05-05,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1979-06-01,Rainfall,EL COLOMBIANO,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2009-05-04,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2009-05-05,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2000-09-01,Rainfall,Unknown,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,1996-07-05,Rainfall,Unknown,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2006-05-18,Rainfall,Unknown,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2024-05-08,Rainfall,Alcaldía de Sabaneta,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2022-10-14,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2004-10-18,Rainfall,Unknown,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2005-06-07,Rainfall,Clopad Municipio de Caldas,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2005-06-05,Rainfall,Clopad Muicipio de Caldas,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2006-04-18,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2009-03-08,Rainfall,Dapard,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2006-01-09,Rainfall,Defensa Civil,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2006-05-16,Rainfall,Clopad,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2006-05-19,Rainfall,Clopad,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2006-06-05,Rainfall,Municipio,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1994-04-06,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1999-10-28,Rainfall,Cole de Caldas Pero Es de Def. Civil,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1999-10-24,Rainfall,Cole de Caldas Pero Es de Def. Civil,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1999-06-09,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2000-09-30,Rainfall,Periodico El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2009-05-06,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2012-05-01,Rainfall,Concejo Municipal de Gestión del Riesgo del Municipio de Caldas,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2019-04-12,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1994-09-10,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1999-10-28,Rainfall,Cole de Caldas Pero Es de Def. Civil,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1999-06-09,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2006-03-24,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2009-03-25,Rainfall,Amva,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2009-05-06,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2000-03-03,Rainfall,Clopad Caldas,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2001-06-03,Rainfall,Clopad Caldas,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2001-06-03,Rainfall,Clopad Caldas,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2009-05-06,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2019-04-12,Rainfall,Caracol,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2008-08-13,Rainfall,Alcalde,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-05-02,Rainfall,DAGRAN,low,6,0,0,0,0,0,0,1,0,GH
Landslide,2018-10-10,Rainfall,Alcaldía de Envigado,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2024-07-01,Rainfall,Dagrd - Medellín,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-11-12,Rainfall,DAGRD Medellín,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2004-04-24,Rainfall,Prensa Local,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2004-10-23,Rainfall,Adminsitración Municipal,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2021-05-05,Rainfall,El Colombiano,low,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-08-29,Rainfall,El Colombiano,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2010-11-07,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2008-08-25,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2008-05-25,Rainfall,Noticiero Hora 13,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2008-11-15,Rainfall,Amva,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,1998-10-22,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2021-05-05,Rainfall,El Colombiano,low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1989-05-03,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2022-10-27,Rainfall,Guardianes Antioquia,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1998-05-26,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1988-11-21,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2008-08-25,Rainfall,El Mundo,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2009-03-31,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2018-06-01,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-04-04,Rainfall,El Colombiano,low,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-06-10,Rainfall,Secretaría de Movilidad de Medellín,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2022-11-03,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2021-11-30,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2022-09-06,Rainfall,DAGRD Medellín,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2022-07-12,Rainfall,Teleantioquia,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2022-10-22,Rainfall,Guardianes Antioquia,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1966-09-19,Rainfall,EL COLOMBIANO,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2024-06-17,Rainfall,El Tiempo,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,1938-08-09,Rainfall,ING.,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,1950-06-09,Rainfall,EL COLOMBIANO,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2010-11-19,Rainfall,Unknown,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1963-07-10,Rainfall,El Colombiano,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,1986-03-31,Rainfall,Unknown,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2007-10-07,Rainfall,Unknown,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2022-04-30,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1989-06-21,Rainfall,Unknown,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,1944-10-28,Rainfall,El Colombiano,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,1944-10-27,Rainfall,EL COLOMBIANO,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2020-03-24,Rainfall,Dapard- Bomberos Andes,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2023-01-13,Rainfall,Dagran,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1944-10-27,Rainfall,EL COLOMBIANO,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2001-04-17,Rainfall,Unknown,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,1947-07-23,Rainfall,EL COLOMBIANO,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,1947-07-24,Rainfall,El Colombiano,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1976-03-02,Rainfall,EL COLOMBIANO,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2020-07-06,Rainfall,Dagran,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2020-08-28,Rainfall,DAGRAN,low,6,0,0,0,0,0,0,1,0,GH
Landslide,2020-08-28,Rainfall,Dagran,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1950-06-09,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2022-07-13,Rainfall,El Colombiano,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2022-07-30,Rainfall,Dagran,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2008-10-06,Rainfall,Ingeniero Civil Municipio,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1922-05-22,Rainfall,El Colombiano,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2007-05-21,Rainfall,Secretaría Planeación,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2008-03-14,Rainfall,Secretaría Planeación,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2008-05-19,Rainfall,Secretaría Planeación,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2008-05-19,Rainfall,Secretaría Planeación,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2008-02-24,Rainfall,Alcaldesa,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1938-12-12,Rainfall,El Colombiano,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,1998-01-18,Rainfall,Corantioquia,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1975-12-05,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1975-12-10,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1995-08-22,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2012-01-04,Rainfall,Reporte Clopad,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2020-11-02,Rainfall,Dagran,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2020-10-25,Rainfall,Dagran,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,1974-05-03,Rainfall,El Colombiano,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2011-08-28,Rainfall,Unknown,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2020-11-02,Rainfall,Dagran,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2022-04-03,Rainfall,Dagran,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2017-10-05,Rainfall,Minuto 30,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2024-05-04,Rainfall, ,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2024-06-28,Rainfall,"x, denuncias antioquia",Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2007-05-29,Rainfall,Clopad,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2017-06-11,Rainfall,Telemedellín,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2020-11-02,Rainfall,Dagran,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2021-05-17,Rainfall,Caracol Radio,low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2022-04-04,Rainfall,Dagran,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2021-10-26,Rainfall,El Colombiano,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1943-07-18,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1943-07-18,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1952-04-05,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1990-11-02,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1995-06-10,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1995-09-21,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1999-04-10,Rainfall,Cornare.,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1999-06-15,Rainfall,Cornare.,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1999-03-10,Rainfall,Cornare.,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2021-05-07,Rainfall,Teleantioquia,mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2021-11-19,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-02-28,Rainfall,DAGRAN,low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2022-10-23,Rainfall,El Colombiano,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2024-06-27,Rainfall,"x, Denuncias Antioquia",Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2020-11-02,Rainfall,Dagran,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-11-26,Rainfall,Mi Oriente,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-11-28,Rainfall,DiarioOriente,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2020-11-02,Rainfall,Dagran,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,1945-11-12,Rainfall,El Colombiano,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2020-12-27,Rainfall,Dagran,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1945-12-03,Rainfall,El Colombiano,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2009-02-11,Rainfall,Unknown,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2018-10-10,Rainfall,El Colombiano,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2020-11-13,Rainfall,Dagran,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,1944-11-02,Rainfall,El Colombiano,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,1997-07-08,Rainfall,Corantioquia,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1971-04-05,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2006-05-08,Rainfall,Secretario de Planeación,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2006-05-08,Rainfall,Coordinador Clopad,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2008-08-29,Rainfall,Secretaría Planeación,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-06-25,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2023-09-21,Rainfall,Denuncias Antioquia,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2018-07-11,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2022-05-17,Rainfall,Guardianes Antioquia,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2024-04-24,Rainfall,Caracol,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2018-09-26,Rainfall,Blu Radio,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2022-08-05,Rainfall,Teleantioquia,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2002-06-10,Rainfall,Periodico El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2006-05-03,Rainfall,Clopad Bello,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2007-09-18,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1998-11-28,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2017-05-07,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-03-12,Rainfall,El Colombiano,low,6,0,0,0,0,0,0,1,0,GH
Landslide,2007-10-18,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1995-08-19,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1998-11-28,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2006-05-03,Rainfall,Clopad Bello,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2010-06-26,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2006-05-02,Rainfall,Clopad Bello,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2010-11-11,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2020-04-29,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-10-22,Rainfall,TeleMedellin,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2019-05-23,Rainfall,Telemedellín,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2021-06-24,Rainfall,Noticias RCN,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2018-11-23,Rainfall,El Colombiano,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,1999-01-09,Rainfall,Bomberos Bello,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2018-11-23,Rainfall,El Colombiano,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2007-06-04,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1998-09-05,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2006-11-11,Rainfall,Clopad Bello,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1998-11-28,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1999-03-18,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2013-05-20,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2013-05-20,Rainfall,El Mundo,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1995-08-20,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1995-08-19,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1999-10-31,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1987-05-01,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1989-11-30,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2003-10-30,Rainfall,Periodico El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1987-05-03,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-06-10,Rainfall,Infobae,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2020-08-20,Rainfall,Dagran,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2018-04-08,Rainfall,"Telemedellin, Teleantioquia",Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2018-04-01,Rainfall,"Telemedellin, El Mundo, El Colombiano, El Tiempo",Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1991-12-04,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1974-09-28,Rainfall,Ingeominas,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1985-08-23,Rainfall,Ingeominas,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2004-03-12,Rainfall,Periodico El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2006-10-13,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1998-09-01,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2003-09-24,Rainfall,Periodico El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1985-09-26,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2005-05-19,Rainfall,Periódico El Mundo,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2002-12-16,Rainfall,Periodico El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2007-10-26,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2005-07-19,Rainfall,Peródico El Mundo,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1986-06-02,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1989-12-02,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2006-12-10,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1997-02-16,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2008-07-16,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2008-10-12,Rainfall,Hora 13,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2020-03-20,Rainfall,Caracol Radio,low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2021-06-10,Rainfall,Caracol Radio,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2006-11-10,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2021-06-01,Rainfall,Teleantioquia,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2021-11-21,Rainfall,Diario Oriente,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2010-12-04,Rainfall,El Colombiano,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2022-10-23,Rainfall,Guardianes Antioquia,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2020-07-23,Rainfall,El Colombia,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1988-09-18,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1991-04-27,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1995-08-04,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1995-06-06,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1996-05-14,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1996-05-12,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1995-05-14,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2022-08-01,Rainfall,Teleantioquia,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1999-06-09,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1988-11-10,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2008-03-13,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2008-08-25,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1988-09-16,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2013-03-17,Rainfall,El Mundo,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2012-03-17,Rainfall,El Mundo,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2018-11-24,Rainfall,El Colombiano,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2021-06-23,Rainfall,Guardianes Antioquia,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2018-09-26,Rainfall,Blu Radio,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2019-05-25,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2022-10-23,Rainfall,Caracol Radio,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-11-12,Rainfall,DAGRD Medellín,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2002-12-16,Rainfall,Periodico El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2003-10-28,Rainfall,Periodico El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2004-11-06,Rainfall,Periódico El Mundo,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2004-11-11,Rainfall,Periódico El Mundo,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2004-10-09,Rainfall,Dipad,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2022-07-09,Rainfall,Guardianes Antioquia,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1996-07-06,Rainfall,Bomberos Bello,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2006-05-02,Rainfall,Clopad Bello,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2006-05-02,Rainfall,Clopad Bello,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2006-05-02,Rainfall,Clopad Bello,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2007-09-23,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2008-06-09,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1988-09-18,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2018-03-25,Rainfall,Teleantioquia,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2018-01-09,Rainfall,Teleantioquia,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2018-03-25,Rainfall,Telemedellín,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2006-06-11,Rainfall,El Mundo,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1996-07-07,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2021-11-30,Rainfall,El Colombiano,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2008-06-09,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2013-05-20,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2010-06-22,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2021-10-26,Rainfall,TeleMedellin,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2018-03-25,Rainfall,El Mundo,Mid,6,0,0,0,0,0,0,1,0,GH
